Time[s], Channel 0
 Time [s],Channel 0-Analog
3.000000000000000, 2.859982490539551
3.001000000000000, 2.854880094528198
3.002000000000000, 2.849777936935425
3.003000000000000, 2.854880094528198
3.004000000000000, 2.849777936935425
3.005000000000000, 2.859982490539551
3.006000000000000, 2.854880094528198
3.007000000000000, 2.859982490539551
3.008000000000000, 2.854880094528198
3.009000000000000, 2.859982490539551
3.010000000000000, 2.859982490539551
3.011000000000000, 2.854880094528198
3.012000000000000, 2.859982490539551
3.013000000000000, 2.854880094528198
3.014000000000000, 2.859982490539551
3.015000000000000, 2.854880094528198
3.016000000000000, 2.849777936935425
3.017000000000000, 2.854880094528198
3.018000000000000, 2.849777936935425
3.019000000000000, 2.859982490539551
3.020000000000000, 2.854880094528198
3.021000000000000, 2.859982490539551
3.022000000000000, 2.854880094528198
3.023000000000000, 2.859982490539551
3.024000000000000, 2.854880094528198
3.025000000000000, 2.849777936935425
3.026000000000000, 2.854880094528198
3.027000000000000, 2.849777936935425
3.028000000000000, 2.859982490539551
3.029000000000000, 2.854880094528198
3.030000000000000, 2.854880094528198
3.031000000000000, 2.854880094528198
3.032000000000000, 2.854880094528198
3.033000000000000, 2.854880094528198
3.034000000000000, 2.854880094528198
3.035000000000000, 2.854880094528198
3.036000000000000, 2.854880094528198
3.037000000000000, 2.859982490539551
3.038000000000000, 2.854880094528198
3.039000000000000, 2.854880094528198
3.040000000000000, 2.854880094528198
3.041000000000000, 2.854880094528198
3.042000000000000, 2.839573621749878
3.043000000000000, 2.854880094528198
3.044000000000000, 2.854880094528198
3.045000000000000, 2.859982490539551
3.046000000000000, 2.849777936935425
3.047000000000000, 2.859982490539551
3.048000000000000, 2.854880094528198
3.049000000000000, 2.859982490539551
3.050000000000000, 2.854880094528198
3.051000000000000, 2.844675779342651
3.052000000000000, 2.859982490539551
3.053000000000000, 2.854880094528198
3.054000000000000, 2.859982490539551
3.055000000000000, 2.849777936935425
3.056000000000000, 2.854880094528198
3.057000000000000, 2.854880094528198
3.058000000000000, 2.854880094528198
3.059000000000000, 2.859982490539551
3.060000000000000, 2.849777936935425
3.061000000000000, 2.859982490539551
3.062000000000000, 2.854880094528198
3.063000000000000, 2.859982490539551
3.064000000000000, 2.854880094528198
3.065000000000000, 2.854880094528198
3.066000000000000, 2.859982490539551
3.067000000000000, 2.849777936935425
3.068000000000000, 2.859982490539551
3.069000000000000, 2.854880094528198
3.070000000000000, 2.854880094528198
3.071000000000000, 2.854880094528198
3.072000000000000, 2.859982490539551
3.073000000000000, 2.859982490539551
3.074000000000000, 2.844675779342651
3.075000000000000, 2.859982490539551
3.076000000000000, 2.854880094528198
3.077000000000000, 2.859982490539551
3.078000000000000, 2.849777936935425
3.079000000000000, 2.859982490539551
3.080000000000000, 2.854880094528198
3.081000000000000, 2.849777936935425
3.082000000000000, 2.854880094528198
3.083000000000000, 2.854880094528198
3.084000000000000, 2.859982490539551
3.085000000000000, 2.854880094528198
3.086000000000000, 2.859982490539551
3.087000000000000, 2.854880094528198
3.088000000000000, 2.854880094528198
3.089000000000000, 2.849777936935425
3.090000000000000, 2.854880094528198
3.091000000000000, 2.849777936935425
3.092000000000000, 2.849777936935425
3.093000000000000, 2.849777936935425
3.094000000000000, 2.854880094528198
3.095000000000000, 2.854880094528198
3.096000000000000, 2.854880094528198
3.097000000000000, 2.849777936935425
3.098000000000000, 2.854880094528198
3.099000000000000, 2.849777936935425
3.100000000000000, 2.849777936935425
3.101000000000000, 2.849777936935425
3.102000000000000, 2.849777936935425
3.103000000000000, 2.849777936935425
3.104000000000000, 2.854880094528198
3.105000000000000, 2.854880094528198
3.106000000000000, 2.849777936935425
3.107000000000000, 2.854880094528198
3.108000000000000, 2.854880094528198
3.109000000000000, 2.849777936935425
3.110000000000000, 2.854880094528198
3.111000000000000, 2.849777936935425
3.112000000000000, 2.854880094528198
3.113000000000000, 2.854880094528198
3.114000000000000, 2.854880094528198
3.115000000000000, 2.849777936935425
3.116000000000000, 2.849777936935425
3.117000000000000, 2.849777936935425
3.118000000000000, 2.854880094528198
3.119000000000000, 2.849777936935425
3.120000000000000, 2.854880094528198
3.121000000000000, 2.859982490539551
3.122000000000000, 2.859982490539551
3.123000000000000, 2.849777936935425
3.124000000000000, 2.859982490539551
3.125000000000000, 2.849777936935425
3.126000000000000, 2.844675779342651
3.127000000000000, 2.854880094528198
3.128000000000000, 2.854880094528198
3.129000000000000, 2.854880094528198
3.130000000000000, 2.849777936935425
3.131000000000000, 2.859982490539551
